ProjID,ProjUrl,UserUrl,Title,Category,Subcategory,Cancelled,Goal,Currency,Comments,Updates,Videos,Images,MainImgOrVid,Gif,startD,startM,startY,endD,endM,endY,StartDate,EndDate,Sum of Invests,Country,City,Backed,Created,Unsuccessful,Cancelled,Commented,FacebookFriends,WebsitesAmount,Age,Succeeded
236,bottomsupbox/bottomsup-box-the-subscription-box-for-craft-beer,bottomsupbox,BottomsUP Box - The Subscription Box for Craft Beer Lovers,food,drinks,1,28854,USD,4,7,1,14,0,0,6,4,2015,6,5,2015,42100,42130,26387,Hungary,Szolnok,23,2,1,0,19,1425,4,19,0
237,1073531721/coin-splash-and-pour,1073531721,Coin Splash & Pour - Split Second Art,photography,fine art,0,34252,USD,6,14,1,10,1,0,1,8,2014,26,8,2014,41852,41877,34252,Hungary,Budapest,5,2,1,0,1,199,1,41,1
238,576285343/the-bean-and-thistle-gourmet-coffees-hot-drinks-an,576285343,"The Bean & Thistle - gourmet coffees, hot drinks, and tea.",food,drinks,1,8598,USD,1,0,0,1,1,0,23,12,2014,22,10,2017,41996,43030,2402,Hungary,Debrecen,1,3,3,0,0,8,1,55,0
240,experientexplorer/community-space-for-heart-experient-explorer,experientexplorer,Community Space for HeART: Experient Explorer,art,public art,0,864,USD,0,0,1,0,0,0,13,2,2019,14,4,2019,43509,43569,864,Hungary,Szeged,0,1,1,0,0,0,3,46,1
241,594165448/life-form-photographic-exhibition-construction,594165448,Life Form Photographic Exhibition Construction,photography,fine art,1,155246,USD,1,11,4,1,1,0,26,1,2018,25,2,2018,43126,43156,154377,Hungary,Miskolc,0,1,0,0,0,0,1,25,0
242,bfsmmo/battle-for-spire-mmo,bfsmmo,Battle for Spire MMO (Demo Version),games,video games,1,313124,USD,4,0,1,4,0,0,30,6,2019,29,8,2019,43646,43706,805,Hungary,Szolnok,0,1,1,0,0,126,1,55,0
243,timothysklugh/magick-and-poison,timothysklugh,Magick & Poison,art,performance art,0,3508,USD,0,0,1,0,0,0,11,10,2011,8,11,2011,40827,40855,3508,Greece,Athens,0,3,2,0,0,0,2,44,1
244,2092675260/micromobility-the-first-year,2092675260,Micromobility: The First Year,publishing,nonfiction,1,95953,USD,30,7,0,1,1,0,25,2,2019,27,3,2019,43521,43551,23155,Greece,Athens,4,2,0,0,19,194,3,51,0
245,scream-at-the-void/philia-a-modern-look-at-relationships,scream-at-the-void,Philia-A modern look at relationships,film & video,film & video,0,532,GBP,0,4,0,2,1,0,15,2,2019,11,3,2019,43511,43535,532,Greece,Athens,3,1,0,0,0,0,0,44,1
246,totemastudio/zombiotik,totemastudio,ZOMBIOTIK - Build-Run-Surv ... ARRRG,games,video games,1,64255,CAD,29,15,1,20,1,3,20,3,2019,19,4,2019,43544,43574,4388,Greece,Athens,1,1,0,0,14,0,4,30,0
247,2094361274/vegan-cakes-made-to-order,2094361274,Vegan cakes made to order!,food,vegan,0,3017,USD,0,0,0,1,1,0,27,1,2016,26,2,2016,42396,42426,3017,Greece,Athens,0,3,3,0,0,0,0,46,1
248,terryherc/professor-humbert-drumsley-5e-rpg-adventure-codex,terryherc,Professor Humbert Drumsley: 5e RPG Adventure Codex,games,tabletop games,0,1695,CAD,160,32,1,17,1,0,28,1,2019,1,3,2019,43493,43525,1695,Greece,Larissa,173,1,0,0,111,0,2,34,1
249,remit/recovering-drug-addict-looking-to-promote-sobriety,remit,Inspirational Hip-Hop/Dubstep musician looking to record,music,electronic music,0,1319,USD,1,4,1,1,1,0,10,6,2013,10,7,2013,41435,41465,1319,Greece,Rhodes,0,1,0,0,1,638,3,46,1
250,877029891/anime-crossroad-chronicle-produce-3,877029891,Anime [Crossroad ֳ— Chronicle] produce ד‚¯דƒ­ד‚¹דƒ­דƒ¼דƒ‰ֳ—ד‚¯דƒ­דƒ‹ד‚¯דƒ«וˆ¶ה½ 3,film & video,animation,1,375979,JPY,0,1,3,0,0,0,12,7,2019,10,9,2019,43658,43718,1281,Greece,Patras,0,5,5,0,0,0,4,18,0
251,1872870742/nihao-noodles,1872870742,Nihao Noodles,publishing,children's books,0,21229,USD,0,7,0,9,1,0,18,11,2018,18,12,2018,43422,43452,21229,Greece,Heraklion,4,1,0,0,0,0,0,37,1
255,612371137/mousemas-eve-2012-la-party-bus,612371137,Mousemas Eve 2012: LA Party Bus,art,performance art,0,5759,USD,0,0,1,0,0,0,21,12,2012,24,12,2012,41264,41267,5759,Greece,Athens,4,1,1,0,0,0,0,33,1
256,1127180177/real-estate-predicting-and-profiting-course-and-ma,1127180177,Real Estate Predicting and Profiting Course and Marketing,publishing,academic,1,19338,USD,0,0,3,10,0,0,20,4,2016,1,5,2016,42480,42491,18016,Greece,Larissa,0,1,0,1,0,690,1,23,0
257,1721073463/scale-swiss-local-brewery,1721073463,Scale Swiss Local Brewery,food,drinks,1,64777,CHF,0,2,0,1,1,0,1,2,2017,3,3,2017,42767,42797,1469,Greece,Rhodes,1,1,0,0,0,0,1,45,0
258,nxtstudios/showcase-for-nxt-studios,nxtstudios,SHOWCASE for NXT Studios,music,electronic music,0,36207,EUR,0,12,2,1,0,0,3,1,2016,23,1,2016,42372,42392,36207,Greece,Patras,0,1,1,0,0,0,2,54,1
259,1717611289/gravity-a-new-orleans-funktronica-full-legnth-albu,1717611289,Gravity A (New Orleans Funktronica) Full Length Album,music,electronic music,1,23737,USD,1,12,1,1,1,0,26,4,2013,26,5,2013,41390,41420,21476,Greece,Heraklion,2,1,0,0,0,0,3,31,0
260,617330182/emerald-art-center-signs,617330182,Emerald Art Center Signs,art,public art,0,7680,USD,0,0,1,0,0,0,4,9,2014,3,11,2014,41886,41946,7680,Greece,Athens,0,2,2,0,0,189,0,56,1
261,921569896/bluntz-kush-and-endo-bke-ep,921569896,"Bluntz, Kush and Endo B.K.E. - EP",music,hip-hop,0,207,AUD,0,0,0,1,1,0,24,2,2015,26,3,2015,42059,42089,207,Greece,Larissa,0,2,2,0,0,259,2,21,1
262,soojheo/sooj-heo-parsons-bfa-thesis-exhibition,soojheo,Research,photography,fine art,0,2326,USD,1,0,1,11,1,0,12,5,2014,20,5,2014,41771,41779,2326,Greece,Rhodes,2,1,0,0,0,0,1,18,1
263,bmy/b-mys-homemade-famous-salsa-100-all-natural-salsa,bmy,B-My's Homemade FAMOUS Salsa - 100% All Natural Salsa,food,vegan,1,24761,USD,13,16,1,5,1,0,26,10,2015,25,12,2015,42303,42363,22610,Greece,Patras,189,6,0,1,6,0,4,54,0
264,162698774/protest-magazine,162698774,protest magazine,journalism,print,0,162610,USD,0,0,0,1,1,0,14,9,2015,13,11,2015,42261,42321,162610,Greece,Heraklion,1,1,1,0,0,0,0,40,1
265,285986700/habit,285986700,Habit,art,performance art,0,37699,USD,0,3,1,7,1,0,24,7,2012,18,8,2012,41114,41139,37699,Greece,Athens,8,1,0,0,3,0,6,41,1
266,safehouseproject/safe-house-project,safehouseproject,Safe House Project,music,hip-hop,1,34140,USD,2,0,1,1,1,0,23,11,2016,16,12,2016,42697,42720,32516,Greece,Larissa,1,1,0,0,0,0,1,47,0
267,782203745/aura-air-the-worlds-first-total-air-solution,782203745,Aura Air ~ The World's First Total Air Solution,technology,technology,1,190205,USD,291,16,4,37,1,5,29,1,2019,30,3,2019,43494,43554,68294,Greece,Rhodes,0,1,0,0,143,0,0,38,0
268,294269370/twylite-epiphany-experiment-a-novel-by-doreen-luck,294269370,Twylite Epiphany Experiment - A Novel by Doreen Lucky,publishing,fiction,1,12554,USD,3,2,1,1,1,0,3,11,2018,3,12,2018,43407,43437,11332,Greece,Patras,0,1,0,0,3,0,0,55,0
269,ammoreno/the-red-dress,ammoreno,The Red Dress,film & video,film & video,1,8187,GBP,0,3,0,3,1,0,16,2,2019,1,4,2019,43512,43556,1740,Greece,Heraklion,0,1,0,0,0,0,0,27,0
270,yololiv/yolobox-help-your-cameras-go-live-instantly,yololiv,YoloBox: Help Your Cameras Go LIVE Instantly,technology,camera equipment,1,63750,USD,193,34,2,33,1,4,8,11,2017,18,12,2017,43047,43087,61615,Germany,Berlin,0,1,0,0,68,8,1,25,0
271,knotweed/mexican-bamboo-japanese-knotweed-tea-tacos-and-tav,knotweed,"Mexican Bamboo/Japanese Knotweed tea, tacos and tavern",food,drinks,1,35652,USD,0,0,1,56,1,0,14,2,2019,16,3,2019,43510,43540,35074,Germany,Berlin,0,1,1,0,0,277,1,33,0
272,501672592/a-good-death,501672592,I Do Not Sleep,film & video,shorts,0,13729,USD,0,1,2,10,1,0,15,12,2018,27,1,2019,43449,43492,13729,Germany,Berlin,0,1,0,0,0,0,0,24,1
273,106733674/fatlip-adversity-council-help-us-get-lbs-to-the-ya,106733674,FATLiP Adversity Council: Help Us Get LBS To The Yard!,art,performance art,0,2605,GBP,1,7,4,2,1,0,23,4,2015,25,5,2015,42117,42149,2605,Germany,Berlin,3,1,0,0,0,0,6,46,1
274,1158032192/fake-grapes-life-sucks,1158032192,Fake Grapes: Life Sucks,film & video,film & video,0,1046,AUD,0,0,1,1,1,0,14,6,2019,14,7,2019,43630,43660,1046,Germany,Hamburg,0,2,1,0,0,0,0,26,1
275,332346920/nerdcore-rappers-2d6-present-17-tracks-of-geeky-hi,332346920,Nerdcore rappers 2d6 present 17 tracks of geeky hiphop!,music,hip-hop,0,114682,USD,1,11,4,6,1,0,23,3,2017,30,4,2017,42817,42855,114682,Germany,Frankfurt,80,6,0,0,4,479,3,64,1
276,akxma/akxma,akxma,AKxMA,music,hip-hop,0,661,EUR,0,0,0,1,1,0,28,1,2018,4,3,2018,43128,43163,661,Germany,Dortmund,0,1,1,0,0,0,1,49,1
277,twistedmight/twisted-fate-music-fund,twistedmight,TwistedMight -  Twisted Fate Vol 2 LP Funding Campaign,music,electronic music,1,21238,USD,0,0,2,1,0,0,2,8,2015,1,10,2015,42218,42278,2944,Germany,Stuttgart,0,1,1,0,0,0,1,53,0
278,splitmountainsound/utah-buddhist-art-festival,splitmountainsound,Utah Buddhist Art Festival,art,performance art,1,2629,USD,1,4,0,9,1,0,22,8,2012,21,10,2012,41143,41203,556,Germany,Berlin,8,2,0,0,0,0,1,40,0
279,1666965095/keller-kinder-dying-city-remix-ep,1666965095,Keller Kinder: Dying City Remix EP,music,electronic music,1,3979,NZD,0,0,0,1,1,0,23,8,2014,22,9,2014,41874,41904,582,Germany,Hamburg,0,1,1,0,0,0,3,30,0
280,745181508/fairhaven-summer-repertory-theatre,745181508,Fairhaven Summer Repertory Theatre,theater,plays,0,1340,USD,0,3,2,7,1,0,1,6,2019,2,7,2019,43617,43648,1340,Germany,Frankfurt,0,1,0,0,0,0,3,53,1
281,1712108863/marketing-the-messiah-the-history-of-early-christi,1712108863,Marketing The Messiah: The History of Early Christianity.,film & video,documentary,0,18719,AUD,3,11,8,3,1,0,3,12,2018,17,12,2018,43437,43451,18719,Germany,Dortmund,9,1,0,0,0,0,2,54,1
282,1439357279/how-to-make-1-million-in-9-months,1439357279,How to make GBP1 Million in 9 Months,journalism,print,0,6223,GBP,1,1,1,0,0,0,13,8,2014,12,9,2014,41864,41894,6223,Germany,Stuttgart,1,2,1,1,0,0,4,31,1
283,hojbobproductions/after-school-lunch-special,hojbobproductions,After School Lunch Special,film & video,horror,1,10940,USD,0,4,1,5,1,0,27,3,2019,26,5,2019,43551,43611,879,Germany,Berlin,1,1,0,0,0,0,0,48,0
284,tayewilliams/the-introduction-of-taye-williams,tayewilliams,The Introduction of Taye Williams,music,hip-hop,1,9582,USD,0,0,3,3,0,0,3,6,2015,3,7,2015,42158,42188,1533,Germany,Hamburg,0,2,2,0,0,4669,3,28,0
285,hotmessmomtrepreneur/the-dreamers-deck-52-positive-affirmation-cards,hotmessmomtrepreneur,The Dreamer's Deck - 52 Positive Affirmation Cards,publishing,publishing,0,9308,USD,10,11,2,10,1,0,1,9,2018,1,10,2018,43344,43374,9308,Germany,Frankfurt,9,1,0,0,9,696,2,46,1
286,pbssocal/pbs-kids-resource-boxes,pbssocal,PBS KIDS Resource Boxes,publishing,children's books,0,18440,USD,7,5,1,22,0,0,27,6,2019,1,8,2019,43643,43678,18440,Germany,Dortmund,0,1,1,0,3,0,1,25,1
287,1818077578/the-monarch-ultra-mapping-the-most-epic-run-on-ear,1818077578,The Monarch Ultra: Mapping the Most Epic Run on Earth,film & video,documentary,0,72083,CAD,0,9,2,7,1,0,17,10,2018,7,11,2018,43390,43411,72083,Germany,Stuttgart,0,1,0,0,1,0,1,38,1
288,986242778/hectarium-the-food-survival-eco-game,986242778,HECTARIUM - The Food Survival Eco-Game,games,video games,0,7035,EUR,1,4,2,16,1,0,27,6,2019,27,7,2019,43643,43673,7035,Germany,Berlin,5,1,0,0,0,0,2,60,1
289,konverjdans/konverjdans-turns-three-support-our-2019-spring-se,konverjdans,konverjdans Turns THREE: Support Our 2019 Spring Season,dance,performances,0,9876,USD,0,0,1,1,1,0,14,5,2019,3,6,2019,43599,43619,9876,Germany,Hamburg,0,1,0,0,0,0,0,22,1
290,tayishabusay/tayisha-busays-1st-full-length-album,tayishabusay,TAYISHA BUSAY's 1st Full Length Album!,music,electronic music,1,3946,USD,1,1,1,1,1,0,31,1,2011,3,4,2011,40574,40636,2785,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0
291,1366674151/chapel-of-consolation,1366674151,Chapel of Consolation,art,public art,0,603,USD,0,0,0,1,1,0,13,5,2016,13,6,2016,42503,42534,603,Germany,Dortmund,0,1,1,0,0,395,0,54,1
292,916486823/no-sugar,916486823,No Sugar,music,hip-hop,0,1529,EUR,0,0,0,1,1,0,23,12,2015,1,2,2016,42361,42401,1529,Germany,Stuttgart,0,1,1,0,0,1045,1,58,1
293,1171323615/inkredible-ink,1171323615,INKredible ink,art,public art,0,12914,USD,0,2,0,1,1,0,7,4,2016,2,5,2016,42467,42492,12914,France,Paris,0,1,1,0,0,634,0,49,1
294,sticksnstones/sticks-and-stones-animated-short-film,sticksnstones,"Sticks & Stones"" Animated Short Film""",film & video,animation,0,11897,USD,0,0,1,8,1,0,2,3,2019,1,4,2019,43526,43556,11897,France,Marseille,0,1,0,0,0,0,0,36,1
295,822155025/punkerton-quarterly,822155025,Punkerton Quarterly,publishing,periodicals,1,2637,USD,0,0,0,1,1,0,10,12,2012,28,12,2012,41253,41271,674,France,Lyon,16,1,1,0,0,288,0,47,0
296,179941520/bleak-spirit,179941520,Bleak Spirit,games,tabletop games,1,52577,GBP,26,17,1,9,1,0,18,6,2019,18,7,2019,43634,43664,3711,France,Nice,177,3,0,1,52,0,2,59,0
297,ontheboards/60-performances-57-artists-one-channel-ontheboards,ontheboards,60 performances. 57 artists. One channel. OntheBoards.tv,dance,performances,0,96448,USD,6,3,2,7,1,0,15,3,2019,16,3,2019,43539,43540,96448,France,Lille,1,2,0,0,1,753,2,40,1
298,3958919/reruitment-volume-1,3958919,ReEURruitment volume 1,music,hip-hop,0,414,USD,0,0,0,1,1,0,6,2,2015,8,3,2015,42041,42071,414,France,Paris,0,1,1,0,0,0,0,54,1
299,sleepyfoxcoffee/sleepy-fox-coffee,sleepyfoxcoffee,Sleepy Fox Coffee,food,drinks,0,8744,USD,0,0,0,3,1,0,17,3,2019,15,5,2019,43541,43600,8744,France,Paris,0,1,1,0,0,0,1,35,1
300,1535756065/poster-girl-rosie-the-riveter-brought-to-life,1535756065,"Poster Girl"" - Rosie the Riveter",music,film & video,1,28792,USD,300,0,0,0,1,1,3,12,2015,1,2,2017,42341,42767,1425,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0
301,486163874/tous-en-short-festival-2019,486163874,Tous en Short festival 2019,film & video,shorts,1,17727,EUR,0,0,0,7,1,0,14,11,2018,19,12,2018,43418,43453,1189,France,Paris,2,1,0,0,0,720,0,54,0
302,1139372376/my-pa-start-2019-with-your-very-own-personal-assis,1139372376,"Start 2019 with your own Personal Assistant Planner, MY PA",publishing,calendars,0,1807,GBP,29,5,3,50,1,4,18,9,2018,18,10,2018,43361,43391,1807,France,Paris,1,1,0,0,10,0,1,36,1
303,226757127/elliefinns-veggie-infused-snacks-snack-your-vegeta,226757127,EllieFinn's Veggie-Infused Snacks: Snack Your Vegetables!,food,vegan,0,11101,USD,1,9,1,13,1,0,20,5,2016,19,6,2016,42510,42540,11101,France,Paris,8,1,0,0,1,572,4,22,1
304,yosukenakano/the-sun-in-the-world,yosukenakano,THE SUN IN THE WORLD.,publishing,art books,1,132465,JPY,0,0,0,12,1,0,25,5,2019,24,7,2019,43610,43670,80677,France,Paris,0,1,1,0,0,0,1,23,0
305,lovecrimecat/ravage-an-infernal-hannibal-anthology,lovecrimecat,RAVAGE - An Infernal Hannibal Anthology,publishing,anthologies,0,14031,EUR,15,18,1,38,1,0,15,2,2019,15,3,2019,43511,43539,14031,France,Paris,19,2,0,0,21,0,3,63,1
306,1085346398/launching-sleepwrecks-debut-album-hypersigil-megap,1085346398,Launching Sleepwreck's debut album HYPERSIGIL MEGAPRAYER,music,electronic music,0,8355,CAD,1,7,1,1,1,0,24,4,2018,2,6,2018,43214,43253,8355,France,Paris,1,2,0,0,0,0,5,41,1
307,1362016977/the-words-and-deeds-of-the-chain-of-tlachic,1362016977,The Words and Deeds of the Chain of Tlachic,games,tabletop games,0,138,USD,9,8,0,3,1,0,12,2,2019,5,3,2019,43508,43529,138,France,Marseille,30,1,0,0,8,410,2,27,1
308,2032573140/princess-giegie-water-is-here,2032573140,Princess GieGie - Water Is Here.,publishing,children's books,1,189838,USD,6,2,1,16,1,0,11,12,2018,10,1,2019,43445,43475,153375,France,Lyon,3,1,0,0,2,0,0,53,0
309,51100730/canada-force,51100730,Canada Force,journalism,print,1,40171,CAD,0,0,0,1,1,0,25,11,2014,25,12,2014,41968,41998,5,France,Nice,0,2,1,1,0,0,0,44,0
310,2134405410/free-local-news-for-rural-and-low-income-readers-a,2134405410,Free Local News For Rural and Low Income Readers & Viewers,journalism,print,0,920,USD,0,0,0,1,1,0,9,5,2016,8,6,2016,42499,42529,920,Canada,Fort Smith,0,1,1,0,0,908,0,61,1
311,plot2008/brand-new-man-magazine,plot2008,Brand New Man Magazine,publishing,periodicals,0,49,USD,0,0,0,1,1,0,8,6,2018,18,7,2018,43259,43299,49,Canada,Niagara Falls  Ontario,0,2,2,0,0,0,1,51,1
312,cbhicest/complicated,cbhicest,"Complicated""""",music,hip-hop,0,139,USD,0,1,1,0,0,0,28,9,2017,28,10,2017,43006,43036,139,Canada,Carleton Place,0,1,1,0,0,0,2,31,1
313,binarycocoa/slamorama,binarycocoa,SLAMORAMA!,games,playing cards,1,19626,USD,21,23,2,24,1,0,2,4,2019,2,5,2019,43557,43587,4478,Canada,Carman,1,2,0,0,19,0,1,51,0
314,96256093/help-build-small-law-library-lgbt-homeless-shelter,96256093,Help Build Small Law Library - LGBT Homeless Shelter,publishing,academic,0,58,USD,1,3,0,1,1,0,21,7,2014,15,8,2014,41841,41866,58,France,Nice,0,1,1,0,0,259,0,42,1
315,1605154769/ex-voto-film,1605154769,Ex Voto Film,film & video,shorts,0,5806,USD,0,9,1,26,1,0,19,6,2018,17,7,2018,43270,43298,5806,France,Lille,5,1,0,0,0,3355,2,22,1
316,1973805615/new-apoc-music-video,1973805615,New Apoc Music Video!,music,hip-hop,0,96793,USD,1,10,1,1,1,0,19,1,2016,18,2,2016,42388,42418,96793,France,Paris,4,1,0,0,0,2032,10,57,1
317,68999262/northbridge-festival-2015-make-it-legendary-northb,68999262,Northbridge Festival 2015: Make It Legendary! #Northbridge,music,electronic music,0,26288,GBP,0,3,1,8,0,0,17,1,2015,16,2,2015,42021,42051,26288,France,Marseille,0,1,1,0,0,0,2,31,1
318,1570907094/bass-monkei-vladthemonster-studio-album,1570907094,Bass Monkei + VladTheMonster Studio Album,music,hip-hop,0,812,USD,1,0,0,1,1,0,5,3,2015,22,10,2017,42068,43030,812,France,Lyon,0,1,1,0,0,633,3,46,1
319,367488366/mirror-indicate,367488366,Mirror Indicate - For Cyclists To Use When Riding Their Bike,technology,gadgets,1,5606,GBP,19,5,1,11,1,0,19,11,2018,30,12,2018,43423,43464,980,France,Nice,0,1,0,0,1,0,0,52,0
320,1822018866/delgado-i-see-devils,1822018866,Delgado - I See Devils,music,electronic music,1,1926,GBP,1,2,1,0,0,0,21,6,2013,21,7,2013,41446,41476,397,France,Lille,31,1,1,0,0,1018,2,39,0
321,sarensberg/bearing-gifts-a-christmas-adventure-for-all-ages,sarensberg,Bearing Gifts: a Christmas Adventure for All Ages,publishing,children's books,0,2109,USD,0,25,1,5,1,0,23,6,2019,23,7,2019,43639,43669,2109,Croatia,Zagreb,158,1,0,0,7,0,2,41,1
322,1645102435/oh-my-flower-garden,1645102435,Oh My Flower Garden!,art,public art,1,11493,USD,5,0,1,3,0,0,19,8,2016,18,10,2016,42601,42661,2955,Croatia,Split,2,1,1,0,0,0,3,30,0
323,179166273/solidworks-para-ingenieria,179166273,SolidWorks para Ingenierֳ­a.,publishing,academic,0,5856,MXN,0,0,1,6,1,0,8,7,2019,6,9,2019,43654,43714,5856,Croatia,Rijeka,0,1,1,0,0,0,1,20,1
324,1620164718/the-giantess,1620164718,The Giantess,games,tabletop games,0,1154,USD,27,2,0,19,1,0,15,4,2019,30,4,2019,43570,43585,1154,Croatia,Osijek,7,15,0,1,360,0,3,61,1
325,snowflurries/snow-flurries,snowflurries,Snow Flurries,publishing,nonfiction,1,59218,USD,6,6,1,1,1,0,14,3,2019,13,5,2019,43538,43598,3505,Croatia,Pula,0,1,0,0,3,0,0,28,0
326,385252424/the-spritz-project-ludlows-cocktail-co,385252424,The SPRITZ Project | Ludlows Cocktail Co.,food,drinks,0,11558,USD,2,0,1,13,1,0,3,2,2016,4,3,2016,42403,42433,11558,Croatia,Zagreb,5,2,0,0,0,1870,3,21,1
327,359688881/blue-paper-project-vinyl-digital-album-2017,359688881,Blue Paper Project vinyl/digital album 2017,music,electronic music,0,52708,NOK,0,0,1,0,0,0,1,7,2016,30,8,2016,42552,42612,52708,Croatia,Split,1,3,2,0,1,457,3,63,1
328,1098210121/crutches-a-festival-submission-film-shooting-in-wi,1098210121,CRUTCHES - a Festival submission film/shooting in Wilmington,film & video,festivals,1,26768,USD,0,0,0,1,1,0,5,1,2017,25,1,2017,42740,42760,20147,Croatia,Rijeka,0,1,1,0,0,0,0,49,0
329,1670045729/solace-exhibition,1670045729,Solace Exhibition (Canceled),photography,fine art,0,5448,AUD,0,0,0,1,1,0,7,10,2015,13,9,2017,42284,42991,5448,Croatia,Osijek,0,1,0,1,0,0,9,61,1
330,875495809/kadesh-summer-tour-2012,875495809,KADESH SUMMER TOUR 2012,art,performance art,0,22223,USD,0,6,1,1,1,0,7,5,2012,6,6,2012,41036,41066,22223,Croatia,Pula,7,2,0,0,2,0,5,35,1
331,1489363639/strong-bar-amaranto-enriquecido,1489363639,Strong-Bar: Enriched amaranth (Gluten free),food,vegan,0,22118,MXN,0,0,0,13,1,0,20,1,2017,21,3,2017,42755,42815,22118,Croatia,Zagreb,1,1,1,0,0,0,2,22,1
332,1296817539/borrowed-life-the-short-film,1296817539,Borrowed life- the short film,film & video,action,1,490073,MXN,0,0,1,0,0,0,30,5,2019,29,7,2019,43615,43675,30152,Croatia,Split,0,1,1,0,0,0,0,39,0
333,1078912555/tavern-tails-carrots-on-tap,1078912555,Tavern Tails Carrots On Tap,games,tabletop games,1,26362,USD,2,4,1,7,1,0,27,1,2019,26,2,2019,43492,43522,204,Croatia,Rijeka,0,1,0,0,0,0,0,49,0
334,alexjackson330/alex-wiley-feature,alexjackson330,Alex Wiley Feature,music,hip-hop,0,407,USD,0,0,1,1,1,0,11,4,2016,11,5,2016,42471,42501,407,Croatia,Osijek,0,1,0,0,0,0,4,35,1
335,1372314076/ny-is-a-new-magazine,1372314076,NY_____. is a new magazine.,publishing,periodicals,0,1216,USD,0,5,1,1,1,0,27,9,2011,27,10,2011,40813,40843,1216,Croatia,Pula,0,1,0,0,0,0,1,48,1
336,koshadillz/help-launch-the-new-kosha-dillz-ep-and-send-him-of,koshadillz,Help Launch the NEW Kosha Dillz EP and send him off to Tour!,music,hip-hop,1,163547,USD,15,27,2,1,1,0,19,5,2015,18,6,2015,42143,42173,162506,Croatia,Zagreb,21,3,0,0,1,0,4,43,0
337,559769565/microgravity,559769565,Microgravity,music,electronic music,0,14681,NOK,57,13,0,1,1,0,15,12,2014,14,1,2015,41988,42018,14681,Croatia,Split,2,2,0,1,4,0,2,43,1
338,toughlove/the-bluesman,toughlove,The Bluesman,film & video,horror,0,214787,USD,0,0,1,6,0,0,9,6,2019,8,8,2019,43625,43685,214787,Croatia,Rijeka,0,1,1,0,0,1433,1,56,1
339,634093212/tidal-pools,634093212,Tidal Pools,art,public art,1,9793,AUD,0,1,0,1,1,0,10,8,2014,24,8,2014,41861,41875,7606,Croatia,Osijek,1,1,1,0,0,0,1,59,0
340,1359167767/izmak-the-rapper,1359167767,Izmak The Rapper,music,hip-hop,0,85,USD,0,0,0,1,1,0,13,1,2016,12,2,2016,42382,42412,85,Croatia,Pula,0,2,2,0,0,255,0,65,1
341,2079995982/twenty-four-magazine,2079995982,twenty-four magazine,publishing,periodicals,0,57904,USD,3,8,1,1,1,0,1,2,2012,24,2,2012,40940,40963,57904,Belgium,Brussels,96,1,0,0,1,0,3,61,1
342,capt-kdcm/krewedcm-2011-halloween-parade-circus-of-the-7-daw,capt-kdcm,KreweDCM 2011 Halloween Parade - 'Circus of the 7 Dawns',art,performance art,1,8785,USD,1,4,1,1,1,0,9,9,2011,9,10,2011,40795,40825,8183,Belgium,Antwerp,5,1,0,0,0,0,1,53,0
343,1251928218/teen-pure-reflections-at-a-philip-randolph-high-sc,1251928218,TEEN PURE Reflections: At A. Philip Randolph High School,art,performance art,0,6585,USD,0,0,1,1,1,0,25,2,2013,25,3,2013,41330,41358,6585,Belgium,Ghent,2,2,0,0,0,4953,2,28,1
344,990945983/no-regrets-no-limitations,990945983,No regrets! No Limitations!,music,electronic music,0,275,USD,0,0,0,2,1,0,22,1,2015,21,2,2015,42026,42056,275,Belgium,Bruges,0,1,1,0,0,1014,1,26,1
345,1801345747/asl-american-sign-language-talent-show,1801345747,ASL (American Sign Language) Talent Show,art,performance art,0,8747,USD,0,0,1,4,0,0,30,10,2012,29,12,2012,41212,41272,8747,Belgium,Mons,0,1,1,0,0,399,1,39,1
346,brookedavis/the-best-nature-play-activity-book-you-ever-did-see,brookedavis,Your Wild Imagination: nature play activity book for kids,publishing,children's books,0,8355,AUD,9,9,1,20,1,0,31,5,2019,1,7,2019,43616,43647,8355,Belgium,Brussels,1,1,0,0,17,0,1,26,1
347,800253051/chao-and-alishas-animated-short-film-across-the-br,800253051,2D ANIMATION MEETS 3D ANIMATION IN Across the Bridge,film & video,animation,0,1928,CAD,0,8,4,20,1,0,20,8,2018,4,10,2018,43332,43377,1928,Belgium,Antwerp,0,1,0,0,0,524,2,52,1
348,491615405/milk-20-delicious-vegan-lactose-and-gluten-free-nu,491615405,"Milk 2.0 - Delicious, Vegan, Lactose & Gluten Free Nut Milks",food,vegan,0,17106,NZD,0,0,1,18,0,0,28,10,2018,27,11,2018,43401,43431,17106,Belgium,Ghent,0,1,1,0,0,0,2,54,1
349,garmar/travelear-mapping-the-world-in-3d-audio,garmar,Travelear: Mapping the World in 3D Audio - FUNDED!,technology,web,0,9795,USD,2,7,6,9,1,4,19,3,2019,18,4,2019,43543,43573,9795,Belgium,Bruges,1,1,0,0,0,0,4,27,1
350,alyssanauthor/every-tear,alyssanauthor,Every Tear,publishing,young adult,1,5474,USD,2,4,1,1,1,0,30,11,2018,29,1,2019,43434,43494,712,Belgium,Mons,0,1,0,0,1,0,0,44,0
